Type_H,Type_L,Type_M,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
0,0,1,0.3333333333333286,0.25,0.190919674039581,0.5068493150684932,0.0,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.28521536670547154,0.3698630136986301,0.011857707509881422,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.5779976717112923,0.1917808219178082,0.01976284584980237,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.28928987194412115,0.3972602739726027,0.02766798418972332,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.31897555296856817,0.3150684931506849,0.035573122529644265,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.21012805587892902,0.4246575342465753,0.043478260869565216,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.10768335273573926,0.6438356164383561,0.05138339920948616,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.21478463329452857,0.4657534246575343,0.05928853754940711,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.2549476135040746,0.3698630136986301,0.06719367588932806,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.25,0.08498253783469156,0.6027397260273972,0.07509881422924901,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.2648428405122235,0.3561643835616438,0.09486166007905138,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.18335273573923172,0.6438356164383561,0.10276679841897232,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.23341094295692666,0.4657534246575343,0.11462450592885375,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.4662398137369034,0.2465753424657534,0.12648221343873517,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.30151338766006985,0.3561643835616438,0.13833992094861658,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.27357392316647267,0.4383561643835616,0.15019762845849802,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.3084982537834692,0.410958904109589,0.15810276679841895,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.1216530849825379,0.7123287671232876,0.1660079051383399,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.5593713620488941,0.2054794520547945,0.17786561264822134,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.14144353899883588,0.5342465753424657,0.18972332015810275,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.2031431897555297,0.5068493150684932,0.1976284584980237,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.07857974388824218,0.6849315068493151,0.20553359683794464,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.23864959254947615,0.4383561643835616,0.21739130434782608,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.1495925494761351,0.7534246575342465,0.225296442687747,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.16763678696158324,0.5342465753424657,0.23320158102766797,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.31199068684516884,0.3698630136986301,0.24110671936758893,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.36263096623981383,0.3287671232876712,0.24901185770750986,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.260768335273574,0.3972602739726027,0.2569169960474308,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.26426076833527357,0.4246575342465753,0.26482213438735175,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1711292200232829,0.6301369863013699,0.2727272727272727,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.14086146682188594,0.5753424657534247,0.28063241106719367,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.21827706635622823,0.5205479452054795,0.2885375494071146,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.18102444703143195,0.6027397260273972,0.30039525691699603,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.3905704307334109,0.2602739726027397,0.31225296442687744,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.057043073341094375,0.7808219178082192,0.3201581027667984,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.2473806752037253,0.4246575342465753,0.32806324110671936,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.16938300349243307,0.5890410958904109,0.3359683794466403,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.0814901047729919,0.7123287671232876,0.3438735177865612,0,0,0,0,0,0
0,0,1,0.22222222222222143,0.25,0.11408614668218864,0.5890410958904109,0.3517786561264822,0,0,0,0,0,0
1,0,0,0.22222222222222143,0.25,0.2619324796274739,0.4383561643835616,0.3636363636363636,0,0,0,0,0,0
1,0,0,0.22222222222222143,0.25,0.1722933643771828,0.547945205479452,0.38339920948616596,0,0,0,0,0,0
0,0,1,0.22222222222222143,0.25,0.10710128055878931,0.6301369863013699,0.40316205533596833,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.1618160651920839,0.6575342465753424,0.4150197628458498,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.1629802095459838,0.6575342465753424,0.4229249011857707,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.12980209545983712,0.6164383561643836,0.43083003952569165,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.1228172293364378,0.547945205479452,0.4387351778656126,0,0,0,0,0,0
0,0,1,0.22222222222222143,0.25,0.13795110593713622,0.5890410958904109,0.44664031620553357,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.24039580908032598,0.410958904109589,0.458498023715415,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.2019790454016298,0.5068493150684932,0.46640316205533594,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.24505238649592553,0.4657534246575343,0.4743083003952569,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.06577415599534342,0.6438356164383561,0.48221343873517786,0,0,0,0,0,0
1,0,0,0.22222222222222143,0.25,0.26949941792782306,0.3835616438356164,0.49011857707509876,0,0,0,0,0,0
0,0,1,0.22222222222222143,0.25,0.019790454016298087,0.8767123287671232,0.5098814229249011,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.07566938300349246,0.6712328767123288,0.5217391304347826,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.25844004656577424,0.3698630136986301,0.5296442687747035,0,0,0,0,0,0
0,1,0,0.22222222222222143,0.25,0.3370197904540163,0.3013698630136986,0.5375494071146245,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.1641443538998837,0.6164383561643836,0.5454545454545454,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.14784633294528526,0.5753424657534247,0.5533596837944663,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.14610011641443543,0.6027397260273972,0.5612648221343873,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.27066356228172295,0.3698630136986301,0.5731225296442687,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.15948777648428414,0.547945205479452,0.5849802371541502,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.25,0.14668218859138538,0.5753424657534247,0.592885375494071,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.0774155995343423,0.7534246575342465,0.6126482213438734,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.12630966239813746,0.5753424657534247,0.6245059288537549,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.1856810244470315,0.5205479452054795,0.6324110671936758,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.16938300349243307,0.5616438356164384,0.6442687747035573,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.12747380675203734,0.5753424657534247,0.6561264822134387,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.21478463329452857,0.5068493150684932,0.6679841897233201,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.19208381839348088,0.5342465753424657,0.6758893280632411,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.25087310826542497,0.3835616438356164,0.683794466403162,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.25,0.14668218859138538,0.49315068493150677,0.6956521739130435,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.35913853317811417,0.273972602739726,0.7154150197628458,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.1484284051222352,0.6164383561643836,0.7233201581027667,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.24155995343422587,0.4520547945205479,0.7312252964426877,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.25,0.12048894062863802,0.5890410958904109,0.7430830039525691,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.17171129220023285,0.5342465753424657,0.7509881422924901,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.25,0.13678696158323633,0.5753424657534247,0.7628458498023715,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.16472642607683352,0.6027397260273972,0.7747035573122529,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.1443538998835856,0.4794520547945205,0.7826086956521738,1,1,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.29336437718277075,0.5205479452054795,0.0,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.2729918509895227,0.3698630136986301,0.007905138339920948,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2165308498253784,0.4657534246575343,0.02766798418972332,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.06461001164144364,0.6849315068493151,0.035573122529644265,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.2537834691501747,0.4246575342465753,0.043478260869565216,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.28288707799767177,0.3287671232876712,0.05138339920948616,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.23050058207217705,0.4657534246575343,0.05928853754940711,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.16472642607683352,0.6027397260273972,0.07114624505928853,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.19557625145518054,0.4794520547945205,0.07905138339920947,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.12398137369033768,0.6438356164383561,0.08695652173913043,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.22933643771827716,0.4246575342465753,0.09881422924901186,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.3742724097788127,0.2876712328767123,0.1067193675889328,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.3195576251455181,0.3424657534246575,0.11462450592885375,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.0640279394644937,0.7808219178082192,0.12648221343873517,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.260768335273574,0.3698630136986301,0.13438735177865613,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.13329452852153667,0.5890410958904109,0.14229249011857706,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1845168800931316,0.5342465753424657,0.15019762845849802,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.08265424912689179,0.7671232876712328,0.15810276679841895,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.0774155995343423,0.8630136986301369,0.1660079051383399,1,0,0,1,0,0
0,1,0,0.3333333333333286,0.375,0.16880093131548313,0.5616438356164384,0.17391304347826086,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.18335273573923172,0.5342465753424657,0.1818181818181818,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.12048894062863802,0.5890410958904109,0.18972332015810275,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.2863795110593714,0.3287671232876712,0.1976284584980237,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.22817229336437728,0.410958904109589,0.20948616600790512,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1816065192083819,0.5342465753424657,0.2292490118577075,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.11932479627473813,0.5890410958904109,0.23715415019762845,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.16065192083818403,0.6986301369863013,0.24505928853754938,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.32246798603026783,0.2876712328767123,0.25296442687747034,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1752037252619325,0.49315068493150677,0.26482213438735175,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.11175785797438886,0.6712328767123288,0.2727272727272727,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.33876600698486625,0.3013698630136986,0.2845849802371541,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.10535506402793948,0.5890410958904109,0.2924901185770751,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.291036088474971,0.4383561643835616,0.3043478260869565,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.1350407450523865,0.6301369863013699,0.31225296442687744,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.0948777648428406,0.8082191780821917,0.3201581027667984,0,0,0,0,0,0
0,1,0,0.3333333333333286,0.375,0.16065192083818403,0.5342465753424657,0.32806324110671936,0,0,0,0,0,0
1,0,0,0.3333333333333286,0.375,0.11117578579743892,0.6027397260273972,0.3359683794466403,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.1495925494761351,0.6027397260273972,0.3557312252964427,0,0,0,0,0,0
0,0,1,0.3333333333333286,0.375,0.1752037252619325,0.4246575342465753,0.3675889328063241,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.4214202561117578,0.2602739726027397,0.3794466403162055,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.375,0.4493597206053551,0.2191780821917808,0.38735177865612647,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.13795110593713622,0.7123287671232876,0.40711462450592883,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.375,0.16356228172293374,0.49315068493150677,0.4150197628458498,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.30151338766006985,0.3561643835616438,0.4268774703557312,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.2980209545983702,0.3287671232876712,0.43478260869565216,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.375,0.13329452852153667,0.6712328767123288,0.4426877470355731,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.24970896391152508,0.3698630136986301,0.45454545454545453,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.17578579743888245,0.5205479452054795,0.46640316205533594,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.3114086146682189,0.3835616438356164,0.4743083003952569,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.1280558789289873,0.5753424657534247,0.4861660079051383,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.35331781140861473,0.2876712328767123,0.49407114624505927,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.17287543655413273,0.5205479452054795,0.5019762845849802,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.2433061699650757,0.4657534246575343,0.5098814229249011,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.2951105937136206,0.3561643835616438,0.5217391304347826,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.17578579743888245,0.5616438356164384,0.533596837944664,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.17986030267753206,0.5068493150684932,0.5454545454545454,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.12456344586728763,0.7945205479452055,0.5533596837944663,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.25436554132712463,0.3561643835616438,0.5612648221343873,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.2764842840512224,0.3972602739726027,0.5731225296442687,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.0960419091967405,0.6986301369863013,0.5810276679841897,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.20488940628637953,0.5342465753424657,0.5889328063241106,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.42724097788125726,0.2876712328767123,0.5968379446640316,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.5,0.1268917345750874,0.5616438356164384,0.608695652173913,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.36961583236321316,0.3287671232876712,0.6284584980237153,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.11117578579743892,0.6438356164383561,0.6363636363636364,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.17986030267753206,0.5342465753424657,0.6442687747035573,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.08905704307334117,0.6849315068493151,0.6561264822134387,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.1658905704307334,0.5205479452054795,0.6640316205533596,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.14610011641443543,0.5753424657534247,0.6719367588932806,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.20023282887077998,0.4520547945205479,0.6798418972332015,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.22409778812572767,0.4520547945205479,0.6877470355731224,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.21303841676367874,0.49315068493150677,0.6956521739130435,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.5,0.22409778812572767,0.5205479452054795,0.7075098814229248,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.10710128055878931,0.6301369863013699,0.7272727272727272,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.08440046565774162,0.7808219178082192,0.7351778656126482,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.2339930151338766,0.4383561643835616,0.7470355731225296,0,0,0,0,0,1
0,1,0,0.44444444444444287,0.5,0.29627473806752047,0.3835616438356164,0.7549407114624506,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.2526193247962748,0.3835616438356164,0.7628458498023715,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.12922002328288718,0.7534246575342465,0.7707509881422925,1,0,0,0,1,0
0,1,0,0.44444444444444287,0.5,0.21885913853317818,0.4520547945205479,0.7786561264822134,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.310244470314319,0.3835616438356164,0.7865612648221343,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.3050058207217695,0.3424657534246575,0.7944664031620553,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.20663562281722936,0.4657534246575343,0.8063241106719367,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.6472642607683353,0.1643835616438356,0.8181818181818181,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.1845168800931316,0.6027397260273972,0.826086956521739,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.5,0.20081490104772992,0.4520547945205479,0.8379446640316205,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.5,0.33469150174621654,0.3424657534246575,0.0,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.15948777648428414,0.5890410958904109,0.01976284584980237,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.1711292200232829,0.5890410958904109,0.02766798418972332,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.5,0.1577415599534343,0.6301369863013699,0.035573122529644265,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.2380675203725262,0.4520547945205479,0.05533596837944664,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.0948777648428406,0.5890410958904109,0.06324110671936758,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.44994179278230495,0.2602739726027397,0.07114624505928853,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.130966239813737,0.6027397260273972,0.07905138339920947,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.15424912689173464,0.5342465753424657,0.08695652173913043,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.16065192083818403,0.6164383561643836,0.09486166007905138,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.23050058207217705,0.49315068493150677,0.10276679841897232,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.1216530849825379,0.547945205479452,0.11067193675889328,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.20779976717112925,0.5205479452054795,0.11857707509881422,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.12747380675203734,0.726027397260274,0.12648221343873517,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.09196740395809089,0.6027397260273972,0.13833992094861658,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.13562281722933645,0.7671232876712328,0.15019762845849802,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.24912689173457514,0.3835616438356164,0.15810276679841895,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.1763678696158324,0.5890410958904109,0.1660079051383399,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.20954598370197908,0.4657534246575343,0.17786561264822134,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.09138533178114094,0.8082191780821917,0.18577075098814227,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.12107101280558796,0.5890410958904109,0.19367588932806323,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.2514551804423749,0.4383561643835616,0.20553359683794464,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.19033760186263105,0.5616438356164384,0.21739130434782608,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.27764842840512227,0.3424657534246575,0.225296442687747,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.14493597206053555,0.6027397260273972,0.23320158102766797,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.5,0.14377182770663566,0.6575342465753424,0.24505928853754938,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.190919674039581,0.547945205479452,0.26482213438735175,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.5,0.1979045401629802,0.4383561643835616,0.27667984189723316,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.15599534342258448,0.6027397260273972,0.2964426877470355,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.3981373690337603,0.2602739726027397,0.3043478260869565,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.40454016298020956,0.2602739726027397,0.31225296442687744,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.5,0.11932479627473813,0.5616438356164384,0.3201581027667984,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.13736903376018628,0.6027397260273972,0.33992094861660077,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.12398137369033768,0.5616438356164384,0.34782608695652173,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.375,0.3457508731082656,0.3561643835616438,0.35968379446640314,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.375,0.15192083818393487,0.547945205479452,0.3794466403162055,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.375,0.40162980209545995,0.2876712328767123,0.3992094861660079,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.375,0.4307334109429569,0.2465753424657534,0.4110671936758893,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.375,0.1949941792782306,0.4657534246575343,0.43083003952569165,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.375,0.20663562281722936,0.4794520547945205,0.4426877470355731,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.18800931315483127,0.4794520547945205,0.45454545454545453,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.1525029103608848,0.49315068493150677,0.4624505928853755,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.052386495925494825,0.904109589041096,0.4703557312252964,1,0,0,1,0,0
0,1,0,0.44444444444444287,0.5,0.16356228172293374,0.5890410958904109,0.47826086956521735,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.5,0.1495925494761351,0.5068493150684932,0.4861660079051383,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.3678696158323632,0.2876712328767123,0.5059288537549407,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.5,0.2555296856810245,0.410958904109589,0.5138339920948616,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.12980209545983712,0.7534246575342465,0.533596837944664,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.1536670547147847,0.5753424657534247,0.541501976284585,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.2863795110593714,0.3424657534246575,0.5494071146245059,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.5,0.32828870779976727,0.3561643835616438,0.5573122529644269,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.17753201396973228,0.5890410958904109,0.5770750988142292,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.19965075669383003,0.6027397260273972,0.5849802371541502,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.2444703143189756,0.5205479452054795,0.592885375494071,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.2648428405122235,0.3835616438356164,0.6007905138339921,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.32945285215366715,0.3698630136986301,0.608695652173913,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.14377182770663566,0.6027397260273972,0.616600790513834,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.14610011641443543,0.5890410958904109,0.6245059288537549,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.375,0.2380675203725262,0.4246575342465753,0.6324110671936758,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.12107101280558796,0.7808219178082192,0.6442687747035573,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.375,0.15948777648428414,0.6301369863013699,0.6521739130434783,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.16472642607683352,0.5068493150684932,0.6640316205533596,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.22235157159487784,0.5753424657534247,0.6719367588932806,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.27881257275902216,0.3972602739726027,0.6798418972332015,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.22235157159487784,0.410958904109589,0.6877470355731224,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.24155995343422587,0.4246575342465753,0.6956521739130435,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.5,0.2590221187427242,0.3972602739726027,0.7035573122529644,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.375,0.2724097788125728,0.4383561643835616,0.7114624505928854,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.375,0.07043073341094297,0.6575342465753424,0.7312252964426877,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.375,0.2793946449359721,0.3424657534246575,0.7430830039525691,0,0,0,0,0,0
1,0,0,0.44444444444444287,0.375,0.13329452852153667,0.5753424657534247,0.7549407114624506,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.375,0.3486612339930152,0.2876712328767123,0.7747035573122529,0,0,0,0,0,0
0,1,0,0.44444444444444287,0.375,0.10069848661233993,0.6027397260273972,0.7865612648221343,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.375,0.16821885913853318,0.5205479452054795,0.7944664031620553,0,0,0,0,0,0
0,0,1,0.44444444444444287,0.5,0.44877764842840506,0.2191780821917808,0.8063241106719367,0,0,0,0,0,0
